participant,event_id,encoding.thisN,theme,object_label,person_label,place_label,resp_encSpace.rt,retrieval.thisN,resp_ret_vividness.keys,resp_ret_vividness.rt,q1_type,q2_type,q3_type,resp_gistmem1.corr,resp_gistmem1.rt,resp_gistmem1.keys,resp_gistmem2.corr,resp_gistmem2.rt,resp_gistmem2.keys,resp_gistmem3.corr,resp_gistmem3.rt,resp_gistmem3.keys,resp_detailmem1.corr,resp_detailmem1.rt,resp_detailmem1.keys,resp_detailmem2.corr,resp_detailmem2.rt,resp_detailmem2.keys,resp_detailmem3.corr,resp_detailmem3.rt,resp_detailmem3.keys,familiarity.thisN,resp_facefam.keys,resp_facefam.rt,resp_ret_confidence.keys,resp_ret_confidence.rt,ep1,ep2,ep3,ep4,ep5,ep6,ep7,ep8,sem1,sem2,sem3,sem4,sem5,sem6,spa1,spa2,spa3,spa4,spa5,spa6,fut1,fut2,fut3,fut4,fut5,fut6,per_1,per_2,per_3,per_4,sun_1,sun_2,sun_3,sun_4,shop_1,shop_2,shop_3,shop_4,scene_1,scene_2,scene_3,scene_4,age
159,8,22,Competition,Goggles,Princess,Savannah,5.2313,23,3.837962963,0.2816,place,object,person,1,3.0176,1,1,2.0677,1,1,1.7017,4,1,0.725,1,0,2.6083,1,1,1.2626,1,5,1,0.8917,4.444444444,1.4007,2,4,3,4,4,4,2,4,4,3,4,4,2,4,3,4,3,2,3,3,4,4,4,4,3,2,2,1,1,1,2,2,2,2,2,1,3,3,2,2,3,2,0
159,24,23,Family,Extinguisher,Anne,Basketball,7.0506,19,5.898148148,0.5194,person,place,object,1,4.1081,4,1,3.2435,2,1,1.1318,3,1,2.7451,1,1,0.9675,1,1,0.8005,2,20,1,0.4426,5.967592593,1.3009,2,4,3,4,4,4,2,4,4,3,4,4,2,4,3,4,3,2,3,3,4,4,4,4,3,2,2,1,1,1,2,2,2,2,2,1,3,3,2,2,3,2,0
159,10,24,Work,Easel,Sean,Aquarium,7.408,11,3.712962963,0.363,object,place,person,1,4.9497,2,1,1.6003,4,1,2.2253,4,1,0.9241,1,1,2.0104,2,1,3.2785,1,19,3,2.66,4.462962963,1.4547,2,4,3,4,4,4,2,4,4,3,4,4,2,4,3,4,3,2,3,3,4,4,4,4,3,2,2,1,1,1,2,2,2,2,2,1,3,3,2,2,3,2,0
15,5,1,Party,Satchel,Judi,Bowling,,12,2.143518519,1.4818,place,person,object,1,48.0599,3,1,2.6401,3,1,5.7285,1,0,2.2704,1,1,2.4764,1,1,1.8038,2,17,1,0.5103,2.222222222,2.2068,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,11,2,Games,Binoculars,Harrison,Lake,,10,1.134259259,1.0375,object,place,person,0,47.971,2,1,3.2546,2,1,1.7622,2,1,2.2038,1,1,1.5205,1,1,2.7096,2,18,1,0.4736,1.125,2.3399,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,1,3,Date,Jug,Helena,Studio,,13,2.861111111,0.737,person,place,object,1,10.3146,3,1,8.7141,3,0,4.4313,1,1,2.3228,1,1,2.7129,2,1,2.1261,2,21,1,0.4177,2.861111111,2.5889,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,2,4,Volunteer,Flowers,Jennifer,Waterfall,,7,1.032407407,0.8373,person,place,object,0,81.7165,3,0,5.8326,2,0,3.7113,3,0,4.834,1,1,14.1365,1,1,2.3704,1,19,1,0.6631,1.032407407,3.2839,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,13,5,Errands,Stopwatch,Tom,Icerink,,9,4.953703704,2.0106,place,object,person,1,21.9909,3,1,6.0781,4,1,1.2693,1,0,3.1883,2,1,3.1541,1,0,1.9533,1,11,1,0.5568,4.763888889,3.2396,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,4,6,Exercise,Beachball,Will,Casino,,20,2.12962963,0.725,object,person,place,1,17.7721,1,1,1.1282,2,0,7.1349,1,0,2.2371,2,0,2.1102,1,1,1.9564,1,22,1,0.4422,2.125,2.3763,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,12,7,Studying,Trampoline,Elvis,Classroom,,21,3.555555556,1.1704,place,person,object,1,6.709,4,1,1.1426,4,0,3.5406,2,0,3.7291,1,1,1.6133,2,1,1.7915,1,10,1,0.5235,4.152777778,2.357,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,3,8,Music,Bike,Hugh,Lighthouse,,11,2.027777778,0.7404,person,place,object,1,11.3527,4,0,8.8434,2,1,3.3908,1,0,2.2553,1,0,2.8644,1,1,34.1119,2,9,1,0.3704,2.027777778,3.1248,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,7,9,Art,Headphones,Nicole,Avenue,,17,3.833333333,0.7037,person,object,place,1,15.4602,2,1,4.5119,2,1,2.156,3,0,1.9291,2,1,1.4523,2,1,2.4727,1,15,1,0.6455,3.833333333,2.372,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,10,10,Work,Easel,Sean,Aquarium,,23,4.273148148,0.79,object,place,person,1,18.961,2,1,7.2927,4,1,1.8705,4,0,1.6867,2,1,2.0457,2,1,2.7377,1,7,1,0.5244,4.273148148,2.3275,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,18,11,DIY,Chair,Beyonce,Winecellar,,15,3.490740741,1.7219,person,object,place,1,19.5107,2,1,4.8847,3,1,2.3608,4,1,1.7392,2,1,2.8889,1,1,2.7052,1,1,1,3.0661,3.453703704,1.5977,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,14,12,Relaxing,Stroller,Dolly,Ski,,4,2.425925926,1.9222,place,person,object,1,55.7403,1,1,1.1893,1,1,3.539,2,0,4.1227,1,0,1.7474,1,1,1.57,1,16,1,0.5581,3.060185185,3.5236,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,8,13,Competition,Goggles,Princess,Savannah,,6,1.828703704,2.6617,place,object,person,0,21.1952,3,1,3.0749,1,1,4.3947,4,1,2.0538,1,0,1.5034,1,1,1.8367,1,6,1,0.5045,2.513888889,3.2083,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,17,14,Summer,Puppy,Sandra,Circus,,2,5.018518519,2.3011,object,person,place,1,24.959,4,1,1.3707,4,1,2.8209,1,0,4.8936,1,0,2.1457,2,0,1.9426,1,24,1,1.3033,5.115740741,3.1249,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,20,15,Friends,Backpack,Daniel,Bridge,,24,1.189814815,1.6243,object,place,person,0,15.792,2,1,7.009,4,1,1.9191,2,1,3.3125,2,0,1.687,2,0,2.0764,2,2,1,1.3817,1.25,2.9382,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,23,16,Eating,Hammock,Brad,Restaurant,,19,2.953703704,1.3407,person,object,place,1,11.8824,1,1,5.2317,3,1,2.0146,3,1,2.3267,1,0,2.0387,1,1,2.0794,2,20,1,1.0366,3.055555556,2.1408,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,24,17,Family,Extinguisher,Anne,Basketball,,14,1.694444444,2.4006,person,place,object,1,21.4798,4,0,10.5328,1,1,2.4709,3,1,2.3268,1,0,1.7554,2,0,2.0253,1,3,1,1.1259,1.615740741,1.7051,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,16,18,Winter,Record,David,DiningRoom,,16,1.018518519,0.7449,place,person,object,0,23.9998,1,1,1.5024,2,0,6.8287,1,0,2.2734,2,1,2.1868,1,0,2.1716,2,23,1,0.4951,1.018518519,2.0584,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,19,19,Holiday,Wine,Julia,Pool,,5,5.717592593,1.6405,person,object,place,1,16.1213,3,1,6.5695,4,1,8.3616,2,1,4.2598,2,0,1.8587,2,0,2.1629,1,8,1,0.553,5.726851852,1.9592,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,9,20,Shopping,Duster,Robin,Kitchen,,8,4.162037037,4.1907,place,object,person,1,34.2352,4,1,6.228,2,1,1.4863,1,0,3.1915,1,1,1.9093,1,0,2.7207,2,13,1,0.755,3.212962963,2.61,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,22,21,Travel,Computer,George,Field,,1,1.430555556,6.5999,object,person,place,0,57.4271,3,1,16.8925,1,1,11.4294,1,1,15.8924,1,0,6.3579,1,1,10.575,2,14,1,0.5565,2.277777778,11.4841,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,21,22,Home,Gardengloves,Britney,Cabin,,3,4.814814815,2.6882,place,object,person,1,19.4218,2,1,5.145,1,1,3.1627,3,1,6.0298,1,1,1.5475,2,0,3.0657,1,4,2,4.3758,4.930555556,2.9147,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,6,23,Sightseeing,Ladder,Keanu,Beach,,22,2.476851852,0.7044,object,place,person,1,18.103,2,1,1.2696,1,1,2.1898,3,1,1.8537,2,0,1.4565,1,0,1.7864,1,12,3,3.8317,2.476851852,2.2138,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
15,15,24,Celebration,Football,Meryl,Harbor,,18,1.046296296,0.7278,object,person,place,0,25.1324,2,1,3.2908,3,0,3.3448,3,0,2.3766,1,0,1.4919,2,1,2.0117,1,5,1,0.7084,1.046296296,2.3051,2,2,2,3,3,2,2,2,4,2,3,4,2,4,5,5,2,1,5,5,4,4,4,3,4,2,5,5,4,5,3,3,4,4,5,4,5,5,3,4,4,3,1
160,18,1,DIY,Chair,Beyonce,Winecellar,17.5519,4,5.263889171,2.0465,person,object,place,1,3.3747,2,1,0.9779,3,1,1.7342,4,1,1.628,2,1,1.395,1,1,3.2629,1,24,1,1.0105,5.870370229,1.4893,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,11,2,Games,Binoculars,Harrison,Lake,17.3547,3,2.203703704,1.8082,object,place,person,1,11.4374,3,1,12.087,2,1,7.1392,2,1,1.3102,1,1,2.5112,1,1,2.7259,2,16,1,0.8948,3.629629771,2.1752,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,2,3,Volunteer,Flowers,Jennifer,Waterfall,10.4924,10,3.115740953,1.0446,person,place,object,0,10.9054,3,1,7.6728,3,1,1.9248,4,0,2.6245,1,1,0.9756,1,1,0.7662,1,8,1,1.0928,2.425926067,1.6423,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,1,4,Date,Jug,Helena,Studio,7.1438,8,4.152777707,1.8736,person,place,object,1,7.8467,3,1,5.7465,3,1,1.2264,2,1,1.1264,1,1,2.9095,2,1,2.9098,2,14,1,0.5434,5.625000424,1.0779,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,16,5,Winter,Record,David,DiningRoom,9.1461,14,1.250000071,0.9087,place,person,object,1,12.0049,2,0,4.0478,4,1,3.8608,3,1,7.4933,1,0,2.8757,2,1,1.9259,1,3,1,0.5797,1.152777742,1.3469,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,20,6,Friends,Backpack,Daniel,Bridge,6.359,7,4.449074074,0.6589,object,place,person,1,10.0057,3,1,0.7089,4,1,0.8267,2,1,2.8305,2,1,0.8266,1,1,1.3093,1,12,1,0.4626,5.504629771,1.5617,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,21,7,Home,Gardengloves,Britney,Cabin,8.5734,12,4.412037249,1.0226,place,object,person,1,1.8117,2,1,1.7136,1,1,3.2763,3,1,3.5074,1,1,1.7095,2,1,1.7773,2,20,1,0.5932,5.416667091,1.0763,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,13,8,Errands,Stopwatch,Tom,Icerink,12.5892,15,2.990740741,2.4404,place,object,person,1,6.1475,3,1,2.6755,4,1,0.7087,1,1,2.5104,1,1,1.2427,1,0,2.6092,1,4,1,1.2485,5.875000141,2.0585,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,12,9,Studying,Trampoline,Elvis,Classroom,6.9566,9,5.212962963,2.0404,place,person,object,1,4.1584,4,1,0.528,4,1,0.8091,4,0,2.0489,1,1,1.1616,2,1,1.8446,1,1,1,2.3654,5.666666808,1.4262,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,10,10,Work,Easel,Sean,Aquarium,8.4724,24,3.856481693,1.2781,object,place,person,1,2.7791,2,1,1.4125,4,1,0.7798,4,1,2.1575,1,0,3.1415,1,1,1.4265,1,17,1,0.4754,5.967592734,1.4745,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,23,11,Eating,Hammock,Brad,Restaurant,8.2597,16,4.222222152,1.1624,person,object,place,1,2.5747,1,1,2.4931,3,1,0.9922,3,0,3.3612,2,1,1.8956,2,1,3.1931,2,13,1,0.7107,5.893518377,0.9907,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,9,12,Shopping,Duster,Robin,Kitchen,9.2572,13,4.013888818,1.1915,place,object,person,1,4.9322,4,1,1.5938,2,1,1.212,1,0,2.4101,1,1,2.6152,1,1,4.3095,1,6,1,0.5103,5.245370229,1.0589,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,3,13,Music,Bike,Hugh,Lighthouse,6.8772,20,3.490740882,0.9907,person,place,object,1,2.4798,4,1,1.2984,1,1,4.576,1,1,1.3919,2,1,2.143,2,0,1.0253,1,7,1,3.6477,5.907407407,1.6586,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,19,14,Holiday,Wine,Julia,Pool,7.5741,6,4.087963175,2.1277,person,object,place,0,5.5617,2,1,4.9579,4,1,6.1938,2,1,3.7092,2,0,3.8419,2,1,1.9166,2,5,2,2.0132,1.412037108,2.0399,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,22,15,Travel,Computer,George,Field,10.8538,23,1.300925926,1.5068,object,person,place,1,7.9402,4,1,2.4418,1,1,5.2743,1,1,1.7253,1,0,1.893,1,0,2.6089,1,23,1,0.7092,4.25925933,2.4243,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,6,16,Sightseeing,Ladder,Keanu,Beach,13.721,21,4.837963034,1.5073,object,place,person,1,4.1418,2,1,2.9751,1,1,0.6092,3,1,1.428,2,1,1.6801,2,1,0.945,2,19,1,0.3754,5.902778202,1.1422,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,8,17,Competition,Goggles,Princess,Savannah,9.9383,11,3.657407478,0.6927,place,object,person,1,11.0232,1,1,1.5598,1,1,2.0253,4,1,2.7785,1,1,0.8114,2,1,2.8086,1,22,1,0.4751,5.444444444,1.4913,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,4,18,Exercise,Beachball,Will,Casino,11.3582,19,1.439814815,1.5916,object,person,place,1,4.9098,1,1,2.3924,2,1,9.7586,2,0,1.276,2,1,3.143,2,1,1.2279,1,9,1,0.3831,1.333333369,1.1606,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,15,19,Celebration,Football,Meryl,Harbor,12.6075,2,4.337962892,2.5107,object,person,place,1,4.2562,1,1,2.7769,3,1,4.1591,4,1,1.6603,2,1,1.009,1,1,1.9447,1,18,1,0.5598,5.67129672,2.1922,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,17,20,Summer,Puppy,Sandra,Circus,8.5586,17,4.486111252,2.1897,object,person,place,1,7.2099,4,1,2.2975,4,1,1.1326,1,1,1.5412,2,1,1.8263,1,1,1.8601,2,10,1,2.3665,4.666666879,1.3278,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,5,21,Party,Satchel,Judi,Bowling,7.0072,5,5.171296579,0.9577,place,person,object,1,3.8749,3,1,1.26,3,1,1.3918,1,1,3.7603,2,1,1.1114,1,1,1.478,2,15,1,0.5954,5.92592635,1.0244,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,24,22,Family,Extinguisher,Anne,Basketball,11.1564,22,3.782407337,2.7439,person,place,object,1,7.1092,4,1,3.0253,2,1,2.7269,3,0,4.7735,2,1,1.9931,1,1,0.8752,2,11,2,1.764,5.00462963,1.7077,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,14,23,Relaxing,Stroller,Dolly,Ski,13.1883,1,5.125000283,3.6714,place,person,object,1,5.8074,1,1,1.027,1,1,2.6264,2,0,3.4298,1,1,1.6426,2,1,1.0432,1,21,1,0.5964,5.990740882,4.4898,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
160,7,24,Art,Headphones,Nicole,Avenue,12.9048,18,1.930555662,0.9546,person,object,place,0,5.3077,1,1,4.4409,2,1,0.4932,3,1,1.8274,1,0,1.1295,1,1,0.9613,1,2,2,3.2737,2.106481552,1.0447,4,4,3,4,1,1,2,3,4,3,4,4,4,4,1,4,4,2,4,2,4,4,4,4,4,2,2,2,3,2,3,1,1,1,3,3,3,1,3,3,3,1,0
161,11,1,Games,Binoculars,Harrison,Lake,,4,5.023148148,1.447,object,place,person,1,8.461,3,1,1.699,2,0,1.085,1,1,1.24,1,1,0.939,1,1,7.529,2,14,2,1.394,5.12962963,1.706,4,3,4,5,2,5,3,4,4,2,4,3,2,3,3,3,5,1,2,5,4,4,2,4,4,2,2,1,1,3,3,2,1,2,3,2,2,3,2,2,2,2,0
161,24,2,Family,Extinguisher,Anne,Basketball,16.282,3,4.722222222,1.346,person,place,object,1,8.241,4,1,0.411,2,1,1.805,3,1,6.212,1,1,1.01,1,1,1.751,2,19,3,1.037,4.541666667,2.301,4,3,4,5,2,5,3,4,4,2,4,3,2,3,3,3,5,1,2,5,4,4,2,4,4,2,2,1,1,3,3,2,1,2,3,2,2,3,2,2,2,2,0
161,9,3,Shopping,Duster,Robin,Kitchen,11.119,23,3.439814815,0.573,place,object,person,0,8.783,2,1,11.306,2,1,1.372,1,0,3.953,1,1,0.759,1,1,0.799,1,17,1,0.631,4.212962963,1.088,4,3,4,5,2,5,3,4,4,2,4,3,2,3,3,3,5,1,2,5,4,4,2,4,4,2,2,1,1,3,3,2,1,2,3,2,2,3,2,2,2,2,0
161,13,4,Errands,Stopwatch,Tom,Icerink,13.165,5,3.310185185,1.284,place,object,person,1,4.522,3,1,3.045,4,1,10.98,1,1,0.946,1,1,0.716,1,1,3.266,2,1,1,0.948,4.199074074,1.351,4,3,4,5,2,5,3,4,4,2,4,3,2,3,3,3,5,1,2,5,4,4,2,4,4,2,2,1,1,3,3,2,1,2,3,2,2,3,2,2,2,2,0
161,12,5,Studying,Trampoline,Elvis,Classroom,,18,5.449074074,0.413,place,person,object,1,2.94,4,1,1.391,4,1,0.569,4,0,1.009,1,1,1.023,2,1,2.767,1,7,1,2.493,5.50462963,1.495,4,3,4,5,2,5,3,4,4,2,4,3,2,3,3,3,5,1,2,5,4,4,2,4,4,2,2,1,1,3,3,2,1,2,3,2,2,3,2,2,2,2,0
161,5,6,Party,Satchel,Judi,Bowling,10.04,19,3.615740741,1.336,place,person,object,1,5.893,3,1,4.19,3,0,2.258,2,0,1.137,1,0,1.593,2,1,6.654,2,15,2,1.095,4.138888889,1.29,4,3,4,5,2,5,3,4,4,2,4,3,2,3,3,3,5,1,2,5,4,4,2,4,4,2,2,1,1,3,3,2,1,2,3,2,2,3,2,2,2,2,0
161,3,7,Music,Bike,Hugh,Lighthouse,13.619,15,5.439814815,0.614,person,place,object,1,7.585,4,1,1.517,1,1,0.302,1,1,7.769,2,1,4.619,2,1,2.164,2,4,1,0.507,5.62962963,1.648,4,3,4,5,2,5,3,4,4,2,4,3,2,3,3,3,5,1,2,5,4,4,2,4,4,2,2,1,1,3,3,2,1,2,3,2,2,3,2,2,2,2,0
161,20,8,Friends,Backpack,Daniel,Bridge,8.629,24,3.078703704,0.545,object,place,person,1,5.086,3,1,2.779,4,0,1.94,1,1,1.942,2,1,1.018,1,1,2.088,1,5,1,0.385,3.652777778,1.203,4,3,4,5,2,5,3,4,4,2,4,3,2,3,3,3,5,1,2,5,4,4,2,4,4,2,2,1,1,3,3,2,1,2,3,2,2,3,2,2,2,2,0
161,8,9,Competition,Goggles,Princess,Savannah,,21,4.810185185,0.468,place,object,person,1,5.886,1,1,1.893,1,1,2.116,4,1,0.824,1,1,1.343,2,1,0.775,1,3,1,0.607,5.282407407,1.039,4,3,4,5,2,5,3,4,4,2,4,3,2,3,3,3,5,1,2,5,4,4,2,4,4,2,2,1,1,3,3,2,1,2,3,2,2,3,2,2,2,2,0
161,2,10,Volunteer,Flowers,Jennifer,Waterfall,,7,4.037037037,3.145,person,place,object,0,5.835,4,1,5.862,3,1,2.378,4,1,1.671,2,1,0.724,1,1,1.282,1,21,1,2.102,3.157407407,1.128,4,3,4,5,2,5,3,4,4,2,4,3,2,3,3,3,5,1,2,5,4,4,2,4,4,2,2,1,1,3,3,2,1,2,3,2,2,3,2,2,2,2,0
161,10,11,Work,Easel,Sean,Aquarium,18.547,13,2.143518519,0.676,object,place,person,1,7.847,2,1,3.234,4,0,1.07,1,0,0.915,2,0,1.188,1,1,1.1,1,20,3,2.602,2.37962963,0.851,4,3,4,5,2,5,3,4,4,2,4,3,2,3,3,3,5,1,2,5,4,4,2,4,4,2,2,1,1,3,3,2,1,2,3,2,2,3,2,2,2,2,0
161,15,12,Celebration,Football,Meryl,Harbor,5.339,14,3.550925926,0.784,object,person,place,1,7.283,1,1,3.672,3,0,5.137,2,1,3.857,2,1,6.674,1,1,1.052,1,2,3,1.612,4.069444444,1.996,4,3,4,5,2,5,3,4,4,2,4,3,2,3,3,3,5,1,2,5,4,4,2,4,4,2,2,1,1,3,3,2,1,2,3,2,2,3,2,2,2,2,0
161,19,13,Holiday,Wine,Julia,Pool,9.8,17,1.305555556,0.917,person,object,place,0,3.631,1,1,10.703,4,0,2.026,4,0,3.261,1,1,0.619,1,0,1.945,1,9,2,2.05,1.25,0.822,4,3,4,5,2,5,3,4,4,2,4,3,2,3,3,3,5,1,2,5,4,4,2,4,4,2,2,1,1,3,3,2,1,2,3,2,2,3,2,2,2,2,0
161,14,14,Relaxing,Stroller,Dolly,Ski,18.821,11,2.787037037,1.54,place,person,object,0,7.181,4,1,1.141,1,1,1.751,2,0,2.216,1,1,1.33,2,1,1.083,1,16,3,0.598,4.078703704,1.916,4,3,4,5,2,5,3,4,4,2,4,3,2,3,3,3,5,1,2,5,4,4,2,4,4,2,2,1,1,3,3,2,1,2,3,2,2,3,2,2,2,2,0
161,7,15,Art,Headphones,Nicole,Avenue,11.866,16,4.00462963,0.495,person,object,place,1,3.28,2,1,1.66,2,1,3.536,3,1,2.413,1,0,1.031,1,1,1.313,1,22,2,0.675,4.462962963,1.192,4,3,4,5,2,5,3,4,4,2,4,3,2,3,3,3,5,1,2,5,4,4,2,4,4,2,2,1,1,3,3,2,1,2,3,2,2,3,2,2,2,2,0
